FieldID,Description
f.25304.0.0,Mean L3 in medial lemniscus on FA skeleton (right)
f.25305.0.0,Mean L3 in medial lemniscus on FA skeleton (left)
f.25306.0.0,Mean L3 in inferior cerebellar peduncle on FA skeleton (right)
f.25307.0.0,Mean L3 in inferior cerebellar peduncle on FA skeleton (left)
f.25308.0.0,Mean L3 in superior cerebellar peduncle on FA skeleton (right)
f.25309.0.0,Mean L3 in superior cerebellar peduncle on FA skeleton (left)
f.25310.0.0,Mean L3 in cerebral peduncle on FA skeleton (right)
f.25311.0.0,Mean L3 in cerebral peduncle on FA skeleton (left)
f.25312.0.0,Mean L3 in anterior limb of internal capsule on FA skeleton (right)
f.25313.0.0,Mean L3 in anterior limb of internal capsule on FA skeleton (left)
f.25314.0.0,Mean L3 in posterior limb of internal capsule on FA skeleton (right)
f.25315.0.0,Mean L3 in posterior limb of internal capsule on FA skeleton (left)
f.25316.0.0,Mean L3 in retrolenticular part of internal capsule on FA skeleton (right)
f.25317.0.0,Mean L3 in retrolenticular part of internal capsule on FA skeleton (left)
f.25318.0.0,Mean L3 in anterior corona radiata on FA skeleton (right)
f.25319.0.0,Mean L3 in anterior corona radiata on FA skeleton (left)
f.25320.0.0,Mean L3 in superior corona radiata on FA skeleton (right)
f.25321.0.0,Mean L3 in superior corona radiata on FA skeleton (left)
f.25322.0.0,Mean L3 in posterior corona radiata on FA skeleton (right)
f.25323.0.0,Mean L3 in posterior corona radiata on FA skeleton (left)
f.25324.0.0,Mean L3 in posterior thalamic radiation on FA skeleton (right)
f.25325.0.0,Mean L3 in posterior thalamic radiation on FA skeleton (left)
f.25326.0.0,Mean L3 in sagittal stratum on FA skeleton (right)
f.25327.0.0,Mean L3 in sagittal stratum on FA skeleton (left)
f.25328.0.0,Mean L3 in external capsule on FA skeleton (right)
f.25329.0.0,Mean L3 in external capsule on FA skeleton (left)
f.25330.0.0,Mean L3 in cingulum cingulate gyrus on FA skeleton (right)
f.25331.0.0,Mean L3 in cingulum cingulate gyrus on FA skeleton (left)
f.25332.0.0,Mean L3 in cingulum hippocampus on FA skeleton (right)
f.25333.0.0,Mean L3 in cingulum hippocampus on FA skeleton (left)
f.25334.0.0,Mean L3 in fornix cres+stria terminalis on FA skeleton (right)
f.25335.0.0,Mean L3 in fornix cres+stria terminalis on FA skeleton (left)
f.25336.0.0,Mean L3 in superior longitudinal fasciculus on FA skeleton (right)
f.25337.0.0,Mean L3 in superior longitudinal fasciculus on FA skeleton (left)
f.25338.0.0,Mean L3 in superior fronto-occipital fasciculus on FA skeleton (right)
f.25339.0.0,Mean L3 in superior fronto-occipital fasciculus on FA skeleton (left)
f.25340.0.0,Mean L3 in uncinate fasciculus on FA skeleton (right)
f.25341.0.0,Mean L3 in uncinate fasciculus on FA skeleton (left)
f.25342.0.0,Mean L3 in tapetum on FA skeleton (right)
f.25343.0.0,Mean L3 in tapetum on FA skeleton (left)
f.25344.0.0,Mean ICVF in middle cerebellar peduncle on FA skeleton
f.25345.0.0,Mean ICVF in pontine crossing tract on FA skeleton
f.25346.0.0,Mean ICVF in genu of corpus callosum on FA skeleton
f.25347.0.0,Mean ICVF in body of corpus callosum on FA skeleton
f.25348.0.0,Mean ICVF in splenium of corpus callosum on FA skeleton
f.25349.0.0,Mean ICVF in fornix on FA skeleton
f.25350.0.0,Mean ICVF in corticospinal tract on FA skeleton (right)
f.25351.0.0,Mean ICVF in corticospinal tract on FA skeleton (left)
f.25352.0.0,Mean ICVF in medial lemniscus on FA skeleton (right)
f.25353.0.0,Mean ICVF in medial lemniscus on FA skeleton (left)
f.25354.0.0,Mean ICVF in inferior cerebellar peduncle on FA skeleton (right)
f.25355.0.0,Mean ICVF in inferior cerebellar peduncle on FA skeleton (left)
f.25356.0.0,Mean ICVF in superior cerebellar peduncle on FA skeleton (right)
f.25357.0.0,Mean ICVF in superior cerebellar peduncle on FA skeleton (left)
f.25358.0.0,Mean ICVF in cerebral peduncle on FA skeleton (right)
f.25359.0.0,Mean ICVF in cerebral peduncle on FA skeleton (left)
f.25360.0.0,Mean ICVF in anterior limb of internal capsule on FA skeleton (right)
f.25361.0.0,Mean ICVF in anterior limb of internal capsule on FA skeleton (left)
f.25362.0.0,Mean ICVF in posterior limb of internal capsule on FA skeleton (right)
f.25363.0.0,Mean ICVF in posterior limb of internal capsule on FA skeleton (left)
f.25364.0.0,Mean ICVF in retrolenticular part of internal capsule on FA skeleton (right)
f.25365.0.0,Mean ICVF in retrolenticular part of internal capsule on FA skeleton (left)
f.25366.0.0,Mean ICVF in anterior corona radiata on FA skeleton (right)
f.25367.0.0,Mean ICVF in anterior corona radiata on FA skeleton (left)
f.25368.0.0,Mean ICVF in superior corona radiata on FA skeleton (right)
f.25369.0.0,Mean ICVF in superior corona radiata on FA skeleton (left)
f.25370.0.0,Mean ICVF in posterior corona radiata on FA skeleton (right)
f.25371.0.0,Mean ICVF in posterior corona radiata on FA skeleton (left)
f.25372.0.0,Mean ICVF in posterior thalamic radiation on FA skeleton (right)
f.25373.0.0,Mean ICVF in posterior thalamic radiation on FA skeleton (left)
f.25374.0.0,Mean ICVF in sagittal stratum on FA skeleton (right)
f.25375.0.0,Mean ICVF in sagittal stratum on FA skeleton (left)
f.25376.0.0,Mean ICVF in external capsule on FA skeleton (right)
f.25377.0.0,Mean ICVF in external capsule on FA skeleton (left)
f.25378.0.0,Mean ICVF in cingulum cingulate gyrus on FA skeleton (right)
f.25379.0.0,Mean ICVF in cingulum cingulate gyrus on FA skeleton (left)
f.25380.0.0,Mean ICVF in cingulum hippocampus on FA skeleton (right)
f.25381.0.0,Mean ICVF in cingulum hippocampus on FA skeleton (left)
f.25382.0.0,Mean ICVF in fornix cres+stria terminalis on FA skeleton (right)
f.25383.0.0,Mean ICVF in fornix cres+stria terminalis on FA skeleton (left)
f.25384.0.0,Mean ICVF in superior longitudinal fasciculus on FA skeleton (right)
f.25385.0.0,Mean ICVF in superior longitudinal fasciculus on FA skeleton (left)
f.25386.0.0,Mean ICVF in superior fronto-occipital fasciculus on FA skeleton (right)
f.25387.0.0,Mean ICVF in superior fronto-occipital fasciculus on FA skeleton (left)
f.25388.0.0,Mean ICVF in uncinate fasciculus on FA skeleton (right)
f.25389.0.0,Mean ICVF in uncinate fasciculus on FA skeleton (left)
f.25390.0.0,Mean ICVF in tapetum on FA skeleton (right)
f.25391.0.0,Mean ICVF in tapetum on FA skeleton (left)
f.25392.0.0,Mean OD in middle cerebellar peduncle on FA skeleton
f.25393.0.0,Mean OD in pontine crossing tract on FA skeleton
f.25394.0.0,Mean OD in genu of corpus callosum on FA skeleton
f.25395.0.0,Mean OD in body of corpus callosum on FA skeleton
f.25396.0.0,Mean OD in splenium of corpus callosum on FA skeleton
f.25397.0.0,Mean OD in fornix on FA skeleton
f.25398.0.0,Mean OD in corticospinal tract on FA skeleton (right)
f.25399.0.0,Mean OD in corticospinal tract on FA skeleton (left)
f.25400.0.0,Mean OD in medial lemniscus on FA skeleton (right)
f.25401.0.0,Mean OD in medial lemniscus on FA skeleton (left)
f.25402.0.0,Mean OD in inferior cerebellar peduncle on FA skeleton (right)
f.25403.0.0,Mean OD in inferior cerebellar peduncle on FA skeleton (left)
f.25404.0.0,Mean OD in superior cerebellar peduncle on FA skeleton (right)
f.25405.0.0,Mean OD in superior cerebellar peduncle on FA skeleton (left)
f.25406.0.0,Mean OD in cerebral peduncle on FA skeleton (right)
f.25407.0.0,Mean OD in cerebral peduncle on FA skeleton (left)
f.25408.0.0,Mean OD in anterior limb of internal capsule on FA skeleton (right)
f.25409.0.0,Mean OD in anterior limb of internal capsule on FA skeleton (left)
f.25410.0.0,Mean OD in posterior limb of internal capsule on FA skeleton (right)
f.25411.0.0,Mean OD in posterior limb of internal capsule on FA skeleton (left)
f.25412.0.0,Mean OD in retrolenticular part of internal capsule on FA skeleton (right)
f.25413.0.0,Mean OD in retrolenticular part of internal capsule on FA skeleton (left)
f.25414.0.0,Mean OD in anterior corona radiata on FA skeleton (right)
f.25415.0.0,Mean OD in anterior corona radiata on FA skeleton (left)
f.25416.0.0,Mean OD in superior corona radiata on FA skeleton (right)
f.25417.0.0,Mean OD in superior corona radiata on FA skeleton (left)
f.25418.0.0,Mean OD in posterior corona radiata on FA skeleton (right)
f.25419.0.0,Mean OD in posterior corona radiata on FA skeleton (left)
f.25420.0.0,Mean OD in posterior thalamic radiation on FA skeleton (right)
f.25421.0.0,Mean OD in posterior thalamic radiation on FA skeleton (left)
f.25422.0.0,Mean OD in sagittal stratum on FA skeleton (right)
f.25423.0.0,Mean OD in sagittal stratum on FA skeleton (left)
f.25424.0.0,Mean OD in external capsule on FA skeleton (right)
f.25425.0.0,Mean OD in external capsule on FA skeleton (left)
f.25426.0.0,Mean OD in cingulum cingulate gyrus on FA skeleton (right)
f.25427.0.0,Mean OD in cingulum cingulate gyrus on FA skeleton (left)
f.25428.0.0,Mean OD in cingulum hippocampus on FA skeleton (right)
f.25429.0.0,Mean OD in cingulum hippocampus on FA skeleton (left)
f.25430.0.0,Mean OD in fornix cres+stria terminalis on FA skeleton (right)
f.25431.0.0,Mean OD in fornix cres+stria terminalis on FA skeleton (left)
f.25432.0.0,Mean OD in superior longitudinal fasciculus on FA skeleton (right)
f.25433.0.0,Mean OD in superior longitudinal fasciculus on FA skeleton (left)
f.25434.0.0,Mean OD in superior fronto-occipital fasciculus on FA skeleton (right)
f.25435.0.0,Mean OD in superior fronto-occipital fasciculus on FA skeleton (left)
f.25436.0.0,Mean OD in uncinate fasciculus on FA skeleton (right)
f.25437.0.0,Mean OD in uncinate fasciculus on FA skeleton (left)
f.25438.0.0,Mean OD in tapetum on FA skeleton (right)
f.25439.0.0,Mean OD in tapetum on FA skeleton (left)
f.25440.0.0,Mean ISOVF in middle cerebellar peduncle on FA skeleton
f.25441.0.0,Mean ISOVF in pontine crossing tract on FA skeleton
f.25442.0.0,Mean ISOVF in genu of corpus callosum on FA skeleton
f.25443.0.0,Mean ISOVF in body of corpus callosum on FA skeleton
f.25444.0.0,Mean ISOVF in splenium of corpus callosum on FA skeleton
f.25445.0.0,Mean ISOVF in fornix on FA skeleton
f.25446.0.0,Mean ISOVF in corticospinal tract on FA skeleton (right)
f.25447.0.0,Mean ISOVF in corticospinal tract on FA skeleton (left)
f.25448.0.0,Mean ISOVF in medial lemniscus on FA skeleton (right)
f.25449.0.0,Mean ISOVF in medial lemniscus on FA skeleton (left)
f.25450.0.0,Mean ISOVF in inferior cerebellar peduncle on FA skeleton (right)
f.25451.0.0,Mean ISOVF in inferior cerebellar peduncle on FA skeleton (left)
f.25452.0.0,Mean ISOVF in superior cerebellar peduncle on FA skeleton (right)
f.25453.0.0,Mean ISOVF in superior cerebellar peduncle on FA skeleton (left)
f.25454.0.0,Mean ISOVF in cerebral peduncle on FA skeleton (right)
f.25455.0.0,Mean ISOVF in cerebral peduncle on FA skeleton (left)
f.25456.0.0,Mean ISOVF in anterior limb of internal capsule on FA skeleton (right)
f.25457.0.0,Mean ISOVF in anterior limb of internal capsule on FA skeleton (left)
f.25458.0.0,Mean ISOVF in posterior limb of internal capsule on FA skeleton (right)
f.25459.0.0,Mean ISOVF in posterior limb of internal capsule on FA skeleton (left)
f.25460.0.0,Mean ISOVF in retrolenticular part of internal capsule on FA skeleton (right)
f.25461.0.0,Mean ISOVF in retrolenticular part of internal capsule on FA skeleton (left)
f.25462.0.0,Mean ISOVF in anterior corona radiata on FA skeleton (right)
f.25463.0.0,Mean ISOVF in anterior corona radiata on FA skeleton (left)
f.25464.0.0,Mean ISOVF in superior corona radiata on FA skeleton (right)
f.25465.0.0,Mean ISOVF in superior corona radiata on FA skeleton (left)
f.25466.0.0,Mean ISOVF in posterior corona radiata on FA skeleton (right)
f.25467.0.0,Mean ISOVF in posterior corona radiata on FA skeleton (left)
f.25468.0.0,Mean ISOVF in posterior thalamic radiation on FA skeleton (right)
f.25469.0.0,Mean ISOVF in posterior thalamic radiation on FA skeleton (left)
f.25470.0.0,Mean ISOVF in sagittal stratum on FA skeleton (right)
f.25471.0.0,Mean ISOVF in sagittal stratum on FA skeleton (left)
f.25472.0.0,Mean ISOVF in external capsule on FA skeleton (right)
f.25473.0.0,Mean ISOVF in external capsule on FA skeleton (left)
f.25474.0.0,Mean ISOVF in cingulum cingulate gyrus on FA skeleton (right)
f.25475.0.0,Mean ISOVF in cingulum cingulate gyrus on FA skeleton (left)
f.25476.0.0,Mean ISOVF in cingulum hippocampus on FA skeleton (right)
f.25477.0.0,Mean ISOVF in cingulum hippocampus on FA skeleton (left)
f.25478.0.0,Mean ISOVF in fornix cres+stria terminalis on FA skeleton (right)
f.25479.0.0,Mean ISOVF in fornix cres+stria terminalis on FA skeleton (left)
f.25480.0.0,Mean ISOVF in superior longitudinal fasciculus on FA skeleton (right)
f.25481.0.0,Mean ISOVF in superior longitudinal fasciculus on FA skeleton (left)
f.25482.0.0,Mean ISOVF in superior fronto-occipital fasciculus on FA skeleton (right)
f.25483.0.0,Mean ISOVF in superior fronto-occipital fasciculus on FA skeleton (left)
f.25484.0.0,Mean ISOVF in uncinate fasciculus on FA skeleton (right)
f.25485.0.0,Mean ISOVF in uncinate fasciculus on FA skeleton (left)
f.25486.0.0,Mean ISOVF in tapetum on FA skeleton (right)
f.25487.0.0,Mean ISOVF in tapetum on FA skeleton (left)
f.25488.0.0,Weighted-mean FA in tract acoustic radiation (left)
f.25489.0.0,Weighted-mean FA in tract acoustic radiation (right)
f.25490.0.0,Weighted-mean FA in tract anterior thalamic radiation (left)
f.25491.0.0,Weighted-mean FA in tract anterior thalamic radiation (right)
f.25492.0.0,Weighted-mean FA in tract cingulate gyrus part of cingulum (left)
f.25493.0.0,Weighted-mean FA in tract cingulate gyrus part of cingulum (right)
f.25494.0.0,Weighted-mean FA in tract parahippocampal part of cingulum (left)
f.25495.0.0,Weighted-mean FA in tract parahippocampal part of cingulum (right)
f.25496.0.0,Weighted-mean FA in tract corticospinal tract (left)
f.25497.0.0,Weighted-mean FA in tract corticospinal tract (right)
f.25498.0.0,Weighted-mean FA in tract forceps major
f.25499.0.0,Weighted-mean FA in tract forceps minor
f.25500.0.0,Weighted-mean FA in tract inferior fronto-occipital fasciculus (left)
f.25501.0.0,Weighted-mean FA in tract inferior fronto-occipital fasciculus (right)
f.25502.0.0,Weighted-mean FA in tract inferior longitudinal fasciculus (left)
f.25503.0.0,Weighted-mean FA in tract inferior longitudinal fasciculus (right)
f.25504.0.0,Weighted-mean FA in tract middle cerebellar peduncle
f.25505.0.0,Weighted-mean FA in tract medial lemniscus (left)
f.25506.0.0,Weighted-mean FA in tract medial lemniscus (right)
f.25507.0.0,Weighted-mean FA in tract posterior thalamic radiation (left)
f.25508.0.0,Weighted-mean FA in tract posterior thalamic radiation (right)
f.25509.0.0,Weighted-mean FA in tract superior longitudinal fasciculus (left)
f.25510.0.0,Weighted-mean FA in tract superior longitudinal fasciculus (right)
f.25511.0.0,Weighted-mean FA in tract superior thalamic radiation (left)
f.25512.0.0,Weighted-mean FA in tract superior thalamic radiation (right)
f.25513.0.0,Weighted-mean FA in tract uncinate fasciculus (left)
f.25514.0.0,Weighted-mean FA in tract uncinate fasciculus (right)
f.25515.0.0,Weighted-mean MD in tract acoustic radiation (left)
f.25516.0.0,Weighted-mean MD in tract acoustic radiation (right)
f.25517.0.0,Weighted-mean MD in tract anterior thalamic radiation (left)
f.25518.0.0,Weighted-mean MD in tract anterior thalamic radiation (right)
f.25519.0.0,Weighted-mean MD in tract cingulate gyrus part of cingulum (left)
f.25520.0.0,Weighted-mean MD in tract cingulate gyrus part of cingulum (right)
f.25521.0.0,Weighted-mean MD in tract parahippocampal part of cingulum (left)
f.25522.0.0,Weighted-mean MD in tract parahippocampal part of cingulum (right)
f.25523.0.0,Weighted-mean MD in tract corticospinal tract (left)
f.25524.0.0,Weighted-mean MD in tract corticospinal tract (right)
f.25525.0.0,Weighted-mean MD in tract forceps major
f.25526.0.0,Weighted-mean MD in tract forceps minor
f.25527.0.0,Weighted-mean MD in tract inferior fronto-occipital fasciculus (left)
f.25528.0.0,Weighted-mean MD in tract inferior fronto-occipital fasciculus (right)
f.25529.0.0,Weighted-mean MD in tract inferior longitudinal fasciculus (left)
f.25530.0.0,Weighted-mean MD in tract inferior longitudinal fasciculus (right)
f.25531.0.0,Weighted-mean MD in tract middle cerebellar peduncle
f.25532.0.0,Weighted-mean MD in tract medial lemniscus (left)
f.25533.0.0,Weighted-mean MD in tract medial lemniscus (right)
f.25534.0.0,Weighted-mean MD in tract posterior thalamic radiation (left)
f.25535.0.0,Weighted-mean MD in tract posterior thalamic radiation (right)
f.25536.0.0,Weighted-mean MD in tract superior longitudinal fasciculus (left)
f.25537.0.0,Weighted-mean MD in tract superior longitudinal fasciculus (right)
f.25538.0.0,Weighted-mean MD in tract superior thalamic radiation (left)
